"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,60","2015-06-30"
"Hoplite Capital Management L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,56","2015-06-30"
"Egerton Capital (UK) LLP","Bilfinger SE","DE0005909006","0,72","2015-06-29"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,22","2015-06-29"
"BlackRock Investment Management (UK) Limited","HAMBORNER REIT AG","DE0006013006","0,51","2015-06-29"
"Oxford Asset Management","MorphoSys AG","DE0006632003","0,70","2015-06-29"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","0,80","2015-06-29"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","0,90","2015-06-29"
"AKO Capital LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,69","2015-06-29"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,44","2015-06-29"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,85","2015-06-29"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","0,61","2015-06-29"
"Oxford Asset Management","Klöckner & Co SE","DE000KC01000","1,20","2015-06-29"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,51","2015-06-29"
"AQR Capital Management, LLC","Wacker Chemie AG","DE000WCH8881","0,50","2015-06-29"
"BlueCrest Capital Management Limited","Gerry Weber International Aktiengesellschaft","DE0003304101","0,50","2015-06-26"
"BlackRock Investment Management (UK) Limited","Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien","DE0005493092","0,48","2015-06-26"
"Egerton Capital (UK) LLP","Bilfinger SE","DE0005909006","0,64","2015-06-26"
"Clearance Capital LLP","HAMBORNER REIT AG","DE0006013006","0,81","2015-06-26"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,90","2015-06-26"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,60","2015-06-26"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","0,48","2015-06-26"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,90","2015-06-26"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,69","2015-06-26"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,49","2015-06-26"
"Citadel Advisors LLC","K+S Aktiengesellschaft","DE000KSAG888","0,24","2015-06-26"
"Corvex Management LP","K+S Aktiengesellschaft","DE000KSAG888","0,52","2015-06-26"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,44","2015-06-26"
"Emerging Sovereign Group, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,00","2015-06-26"
"EverPoint Asset Management, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,17","2015-06-26"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,60","2015-06-26"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,41","2015-06-25"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,71","2015-06-25"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,59","2015-06-25"
"Clearance Capital LLP","HAMBORNER REIT AG","DE0006013006","0,99","2015-06-25"
"Oxford Asset Management","MorphoSys AG","DE0006632003","0,69","2015-06-25"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,50","2015-06-25"
"Dalton Strategic Partnership LLP","TAG IMMOBILIEN AG","DE0008303504","0,69","2015-06-25"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,69","2015-06-25"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,96","2015-06-25"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,14","2015-06-25"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,51","2015-06-25"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,79","2015-06-25"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,64","2015-06-25"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,30","2015-06-24"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,10","2015-06-24"
"AQR Capital Management, LLC","Salzgitter Aktiengesellschaft","DE0006202005","1,19","2015-06-24"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,61","2015-06-24"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","1,08","2015-06-24"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,68","2015-06-24"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,34","2015-06-24"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,89","2015-06-24"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,19","2015-06-24"
"Odey Asset Management LLP","adidas AG","DE000A1EWWW0","1,09","2015-06-24"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,13","2015-06-24"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,50","2015-06-24"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,45","2015-06-23"
"Macquarie Funds Management Hong Kong Limited","Evotec AG","DE0005664809","0,83","2015-06-23"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,30","2015-06-23"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,04","2015-06-23"
"TT International","Bilfinger SE","DE0005909006","0,82","2015-06-23"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","1,11","2015-06-23"
"Marshall Wace LLP","Südzucker AG","DE0007297004","0,57","2015-06-23"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","0,88","2015-06-23"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,76","2015-06-23"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,75","2015-06-23"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,24","2015-06-23"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,57","2015-06-23"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,70","2015-06-23"
"Highbridge Capital Management, LLC","Klöckner & Co SE","DE000KC01000","0,47","2015-06-23"
"JPMorgan Asset Management (UK) Ltd","LEG Immobilien AG","DE000LEG1110","0,76","2015-06-23"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,51","2015-06-22"
"UBS Global Asset Management (UK) Ltd","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,50","2015-06-22"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,97","2015-06-22"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,54","2015-06-22"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,62","2015-06-22"
"Tybourne Equity Master Fund","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,76","2015-06-22"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,40","2015-06-22"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,16","2015-06-22"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,84","2015-06-22"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","1,47","2015-06-22"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,69","2015-06-19"
"BlackRock Investment Management (UK) Limited","Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien","DE0005493092","0,56","2015-06-19"
"Contour Asset Management","Drillisch Aktiengesellschaft","DE0005545503","0,39","2015-06-19"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,55","2015-06-19"
"Otus Capital Management Limited","TAG Immobilien AG","DE0008303504","0,48","2015-06-19"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","0,58","2015-06-19"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,07","2015-06-19"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,25","2015-06-19"
"Highbridge Capital Management, LLC","Klöckner & Co SE","DE000KC01000","0,55","2015-06-19"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,60","2015-06-19"
"Citadel Advisors LLC","K+S Aktiengesellschaft","DE000KSAG888","0,81","2015-06-19"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","0,94","2015-06-18"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,84","2015-06-18"
"BlackRock Investment Management (UK) Limited","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,90","2015-06-18"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,14","2015-06-18"
"Polygon Global Partners LLP","CANCOM SE","DE0005419105","0,59","2015-06-18"
"Macquarie Funds Management Hong Kong Limited","Evotec AG","DE0005664809","0,70","2015-06-18"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,81","2015-06-18"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,82","2015-06-18"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,62","2015-06-18"
"TT International","Bilfinger SE","DE0005909006","0,69","2015-06-18"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,80","2015-06-18"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","0,70","2015-06-18"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,67","2015-06-18"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","1,09","2015-06-18"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,06","2015-06-18"
"Blue Ridge Capital, L.L.C.","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,02","2015-06-18"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,44","2015-06-18"
"Macquarie Funds Management Hong Kong Limited","AIXTRON SE","DE000A0WMPJ6","0,79","2015-06-18"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,61","2015-06-18"
"JPMorgan Asset Management (UK) Ltd","Klöckner & Co SE","DE000KC01000","3,15","2015-06-18"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","1,02","2015-06-17"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","1,14","2015-06-17"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-06-17"
"Blue Ridge Capital, L.L.C.","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,69","2015-06-17"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,67","2015-06-17"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,31","2015-06-17"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,58","2015-06-17"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,99","2015-06-16"
"TT International","LEONI AG","DE0005408884","0,47","2015-06-16"
"BlueCrest Capital Management Limited","Evotec AG","DE0005664809","0,60","2015-06-16"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","1,56","2015-06-16"
"WorldQuant, LLC","Gerry Weber International Aktiengesellschaft","DE0003304101","0,77","2015-06-15"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,71","2015-06-15"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","2,90","2015-06-15"
"LINDEN ADVISORS LP","Aurubis AG","DE0006766504","0,59","2015-06-15"
"Discovery Capital Management, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,55","2015-06-15"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,21","2015-06-15"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,19","2015-06-15"
"Highbridge Capital Management, LLC","Klöckner & Co SE","DE000KC01000","0,63","2015-06-15"
"BlueCrest Capital Management Limited","CANCOM SE","DE0005419105","0,58","2015-06-12"
"BlackRock Investment Management (UK) Limited","Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien","DE0005493092","0,68","2015-06-12"
"Macquarie Funds Management Hong Kong Limited","Evotec AG","DE0005664809","0,60","2015-06-12"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","2,84","2015-06-12"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,59","2015-06-12"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,89","2015-06-12"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,32","2015-06-12"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,29","2015-06-12"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","0,50","2015-06-12"
"Farringdon Netherlands BV","VTG Aktiengesellschaft","DE000VTG9999","1,02","2015-06-12"
"Oxford Asset Management","Evotec AG","DE0005664809","0,60","2015-06-11"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,21","2015-06-11"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,61","2015-06-11"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0006204407","1,16","2015-06-11"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,86","2015-06-11"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,16","2015-06-11"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","1,83","2015-06-11"
"Coatue Management, L.L.C.","Wirecard AG","DE0007472060","0,75","2015-06-11"
"Citadel Europe LLP","Deutsche EuroShop AG","DE0007480204","0,62","2015-06-11"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,70","2015-06-11"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,38","2015-06-11"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,38","2015-06-11"
"Highbridge Capital Management, LLC","Klöckner & Co SE","DE000KC01000","0,52","2015-06-11"
"Highbridge Statistical Opportunities Master Fund, L.P.","Klöckner & Co SE","DE000KC01000","0,52","2015-06-11"
"GLG Partners LP","BUWOG - Berlin I GmbH & Co. KG","AT00BUWOG001","1,00","2015-06-10"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","0,88","2015-06-10"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,61","2015-06-10"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","0,61","2015-06-10"
"Egerton Capital (UK) LLP","Südzucker AG","DE0007297004","0,50","2015-06-10"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,72","2015-06-10"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","1,72","2015-06-10"
"Coatue Management, L.L.C.","Wirecard AG","DE0007472060","0,65","2015-06-10"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,61","2015-06-10"
"BlackRock Investment Management (UK) Limited","Vossloh Aktiengesellschaft","DE0007667107","0,71","2015-06-10"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,81","2015-06-10"
"Whitebox Advisors","TAG Immobilien AG","DE0008303504","0,80","2015-06-10"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,86","2015-06-10"
"Macquarie Funds Management Hong Kong Limited","Manz AG","DE000A0JQ5U3","0,59","2015-06-10"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,47","2015-06-10"
"Hoplite Capital Management L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,81","2015-06-10"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,48","2015-06-09"
"BlackRock Investment Management (UK) Limited","Evotec AG","DE0005664809","1,00","2015-06-09"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","0,77","2015-06-09"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,70","2015-06-09"
"Citadel Europe LLP","Deutsche EuroShop AG","DE0007480204","0,59","2015-06-09"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,76","2015-06-09"
"Dalton Strategic Partnership LLP","Dalton Strategic Partnership LLP","DE0008303504","0,76","2015-06-09"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,70","2015-06-09"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,91","2015-06-09"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,59","2015-06-09"
"Odey Asset Management LLP","AIXTRON SE","DE000A0WMPJ6","0,79","2015-06-09"
"JPMorgan Asset Management (UK) Ltd","Klöckner & Co SE","DE000KC01000","3,02","2015-06-09"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,99","2015-06-09"
"EverPoint Asset Management, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,61","2015-06-09"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,81","2015-06-08"
"BlackRock Investment Management (UK) Limited","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,83","2015-06-08"
"Marshall Wace LLP","QSC AG","DE0005137004","0,70","2015-06-08"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,50","2015-06-08"
"BlackRock Investment Management (UK) Limited","Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien","DE0005493092","0,76","2015-06-08"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,52","2015-06-08"
"Marshall Wace LLP","Südzucker AG","DE0007297004","0,67","2015-06-08"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,59","2015-06-08"
"AKO Capital LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,74","2015-06-08"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,54","2015-06-08"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,11","2015-06-08"
"Millennium International Management LP","Deutsche Wohnen AG","DE000A0HN5C6","0,41","2015-06-08"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,62","2015-06-08"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,70","2015-06-08"
"Odey Asset Management LLP","adidas AG","DE000A1EWWW0","0,99","2015-06-08"
"BlackRock Investment Management (UK) Limited","DIC Asset AG","DE000A1X3XX4","0,60","2015-06-08"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","1,16","2015-06-08"
"BlackRock Investment Management (UK) Limited","SAF-HOLLAND GmbH","LU0307018795","0,85","2015-06-08"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,49","2015-06-05"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","2,74","2015-06-05"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,91","2015-06-05"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,52","2015-06-05"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,69","2015-06-05"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,58","2015-06-05"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,81","2015-06-05"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","1,35","2015-06-05"
"EverPoint Asset Management, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,59","2015-06-05"
"Hoplite Capital Management L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,73","2015-06-05"
"BlackRock Investment Management (UK) Limited","SAF-HOLLAND GmbH","LU0307018795","0,75","2015-06-05"
"BlackRock Investment Management (UK) Limited","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,73","2015-06-04"
"JPMorgan Asset Management (UK) Ltd","LEONI AG","DE0005408884","0,50","2015-06-04"
"BlackRock Investment Management (UK) Limited","GFT Technologies Aktiengesellschaft","DE0005800601","0,70","2015-06-04"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,58","2015-06-04"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,67","2015-06-04"
